benchmark,bits,dual_status,ipopt_objective,objective,primal_status,random,time
unitbox_c_10_10_2_100.jl,16,true,-6.420000192955972,-5.887896042507333,true,true,4.710000000005771
unitbox_c_10_10_2_100.jl,16,true,-6.420000192955972,-6.42,true,true,1.559999999998902
unitbox_c_10_10_2_100.jl,16,true,-6.420000192955972,-6.42,true,true,3.6300000000092063
unitbox_c_10_10_2_100.jl,16,true,-6.420000192955972,-6.42,true,true,1.6799999999988
unitbox_c_10_10_2_100.jl,16,true,-6.420000192955972,-6.544675405286963,true,true,3.780000000010189
unitbox_c_10_10_2_100.jl,16,true,-6.420000192955972,-6.42,true,true,0.9899999999993867
unitbox_c_10_10_2_100.jl,16,true,-6.420000192955972,-6.546816578179451,true,true,0.6299999999996928
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.42,true,false,1.0499999999993357
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.42,true,true,0.9599999999994122
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.42,true,true,3.0900000000056687
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.54489940022866,true,true,3.8700000000107786
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.42,true,true,1.2899999999991316
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-5.887851981106553,true,true,2.880000000004293
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.5444319652810545,true,true,3.960000000011368
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.42,true,true,2.159999999999576
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.544521636606744,true,true,2.2500000000001656
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.42,true,true,2.2500000000001656
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.42,true,true,3.5700000000088132
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.544877924464773,true,true,3.330000000007241
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.546636294464923,true,true,1.1099999999992847
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-5.889956393229971,true,true,6.569999999990423
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.544497684780733,true,true,2.4600000000015414
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-5.885021273897462,true,true,1.1399999999992592
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.42,true,true,0.9899999999993867
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.5445506800969895,true,true,2.0099999999985934
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.546451156657799,true,true,1.4099999999990296
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.42,true,true,1.619999999998851
unitbox_c_10_10_2_100.jl,32,true,-6.420000192955972,-6.42,true,true,6.299999999992651
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.949999999999999,true,false,3.6900000000095994
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.949999999999999,true,true,7.979999999978788
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.701194018026404,true,true,10.000020000021332
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.949999999999999,true,true,7.169999999985472
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.949999999999999,true,true,9.930000000019836
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.949999999999999,true,true,3.6000000000090098
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.949999999999999,true,true,7.769999999980521
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.949999999999999,true,true,8.489999999989086
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.949999999999999,true,true,2.2500000000001656
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.949999999999999,true,true,2.1299999999993795
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.949999999999999,true,true,7.289999999984482
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.949999999999999,true,true,0.9299999999994377
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.949999999999999,true,true,7.679999999981264
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.949999999999999,true,true,9.300000000006383
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.327550593334347,true,true,10.000020000021332
unitbox_c_10_10_2_50.jl,0,true,-6.950000192570484,-6.360700526406,true,true,10.000020000021332
